churn_id,subscription_id,churn_date,churn_reason
84,365,2027-01-31,price_too_high
85,366,2023-04-29,lack_of_features
86,368,2021-10-13,price_too_high
87,374,2024-04-21,poor_support
88,387,2019-10-16,low_usage
89,389,2026-07-25,poor_support
90,390,2025-03-22,price_too_high
91,391,2021-04-13,lack_of_features
92,392,2025-10-16,switched_competitor
93,398,2022-09-09,poor_support
94,404,2027-03-18,lack_of_features
95,408,2025-04-22,low_usage
96,411,2020-07-29,low_usage
97,412,2024-03-22,low_usage
98,420,2018-12-03,lack_of_features
99,422,2027-03-09,poor_support
100,426,2024-09-10,lack_of_features
101,435,2018-09-23,lack_of_features
102,438,2024-07-18,switched_competitor
103,441,2017-03-02,switched_competitor
104,442,2026-03-22,poor_support
105,447,2020-02-20,switched_competitor
106,454,2020-12-07,low_usage
107,468,2024-10-05,switched_competitor
108,471,2027-03-24,low_usage
109,481,2025-03-22,poor_support
110,489,2018-06-22,lack_of_features
111,495,2024-06-23,lack_of_features
112,497,2021-03-21,switched_competitor
113,503,2018-12-07,low_usage
114,510,2019-08-22,price_too_high
115,516,2024-06-22,price_too_high
116,518,2025-09-06,price_too_high
117,519,2023-07-14,lack_of_features
118,520,2025-07-31,lack_of_features
119,523,2018-09-14,low_usage
120,524,2028-02-11,switched_competitor
121,525,2024-12-22,price_too_high
122,528,2025-04-24,low_usage
123,530,2024-05-28,low_usage
124,532,2024-07-02,switched_competitor
125,534,2025-05-28,low_usage
126,535,2018-10-03,switched_competitor
127,542,2020-11-21,poor_support
128,547,2025-01-28,switched_competitor
129,552,2022-03-04,price_too_high
130,559,2019-09-01,price_too_high
131,563,2019-09-23,switched_competitor
132,566,2026-06-13,poor_support
133,573,2021-03-22,poor_support
134,575,2022-05-22,price_too_high
135,576,2026-01-19,poor_support
136,583,2019-09-22,low_usage
137,584,2023-10-16,lack_of_features
138,588,2021-07-03,low_usage
139,591,2019-05-16,price_too_high
140,597,2019-10-05,poor_support
141,606,2024-10-29,switched_competitor
142,621,2021-11-25,lack_of_features
143,623,2021-08-20,switched_competitor
144,626,2021-03-23,price_too_high
145,630,2020-10-27,poor_support
146,631,2019-01-16,switched_competitor
147,635,2024-03-15,switched_competitor
148,639,2018-03-22,lack_of_features
149,641,2027-09-17,lack_of_features
150,649,2018-07-26,poor_support
151,653,2024-09-26,lack_of_features
152,661,2019-08-26,switched_competitor
153,672,2020-09-27,switched_competitor
154,673,2024-08-16,price_too_high
155,675,2027-08-23,switched_competitor
156,676,2018-11-04,poor_support
157,677,2023-07-05,low_usage
158,678,2018-12-13,price_too_high
159,679,2018-12-01,price_too_high
160,685,2019-09-14,poor_support
161,686,2025-01-29,poor_support
162,687,2019-07-04,lack_of_features
163,690,2022-12-13,price_too_high
164,696,2024-03-03,lack_of_features
165,698,2024-07-26,switched_competitor
166,700,2026-12-25,price_too_high
167,703,2024-03-02,price_too_high
168,710,2018-02-17,low_usage
169,719,2018-09-09,price_too_high
170,720,2020-06-12,switched_competitor
171,721,2024-08-16,lack_of_features
172,725,2019-12-10,lack_of_features
173,726,2027-05-14,low_usage
174,728,2019-06-05,switched_competitor
175,729,2021-01-16,lack_of_features
176,741,2019-04-05,poor_support
177,743,2018-10-29,switched_competitor
178,745,2021-12-21,switched_competitor
179,747,2020-05-11,low_usage
180,755,2019-12-31,lack_of_features
181,760,2019-07-08,switched_competitor
182,762,2018-08-18,lack_of_features
183,765,2021-06-26,poor_support
184,770,2020-09-24,low_usage
185,772,2023-04-13,poor_support
186,774,2023-08-23,low_usage
187,778,2018-02-21,switched_competitor
188,783,2027-08-12,low_usage
189,787,2020-11-27,price_too_high
190,791,2024-09-28,lack_of_features
191,793,2019-02-28,lack_of_features
192,796,2027-04-06,price_too_high
193,798,2024-07-13,poor_support
194,801,2024-05-14,price_too_high
195,812,2027-07-25,switched_competitor
196,813,2022-04-24,switched_competitor
197,815,2024-07-25,lack_of_features
198,816,2023-10-11,switched_competitor
199,818,2017-10-15,lack_of_features
200,831,2022-02-10,price_too_high
201,835,2020-01-31,price_too_high
202,837,2017-05-03,price_too_high
203,839,2019-04-23,lack_of_features
204,842,2018-05-17,price_too_high
205,843,2025-10-08,price_too_high
206,844,2022-01-16,poor_support
207,847,2019-03-30,price_too_high
208,851,2023-03-23,switched_competitor
209,860,2028-02-19,lack_of_features
210,861,2026-06-22,poor_support
211,863,2020-03-28,low_usage
212,870,2020-06-30,lack_of_features
213,874,2019-06-13,switched_competitor
214,876,2025-10-30,lack_of_features
215,879,2022-07-16,switched_competitor
216,884,2024-06-01,switched_competitor
217,886,2024-03-14,low_usage
218,893,2021-03-28,lack_of_features
219,895,2018-08-09,low_usage
220,902,2025-02-19,low_usage
221,903,2027-04-26,lack_of_features
222,908,2019-12-26,price_too_high
223,910,2027-05-10,price_too_high
224,915,2027-07-11,low_usage
225,918,2019-04-18,poor_support
226,921,2025-05-13,low_usage
227,922,2017-04-11,low_usage
228,925,2021-02-27,low_usage
229,927,2020-01-08,price_too_high
230,928,2025-10-10,price_too_high
231,929,2023-08-28,price_too_high
232,930,2025-08-03,low_usage
233,932,2020-05-09,poor_support
234,933,2026-10-28,price_too_high
235,945,2026-02-19,lack_of_features
236,950,2016-09-03,lack_of_features
237,952,2022-02-15,lack_of_features
238,954,2024-11-26,switched_competitor
239,959,2027-08-28,low_usage
240,960,2018-07-22,lack_of_features
241,961,2025-10-18,low_usage
242,965,2024-09-26,lack_of_features
243,966,2020-11-05,poor_support
244,967,2027-11-20,low_usage
245,975,2023-01-28,lack_of_features
246,982,2022-01-15,price_too_high
247,988,2021-01-17,low_usage
248,989,2023-02-08,switched_competitor
249,993,2018-03-03,price_too_high
250,1000,2021-06-30,price_too_high
251,1001,2024-04-30,switched_competitor
252,1002,2018-05-11,price_too_high
253,1011,2024-10-23,price_too_high
254,1014,2025-10-28,lack_of_features
255,1021,2020-04-29,lack_of_features
256,1032,2018-12-22,low_usage
257,1034,2023-01-22,low_usage
258,1037,2026-05-02,low_usage
259,1039,2020-04-16,lack_of_features
260,1041,2020-09-22,low_usage
261,1042,2023-05-02,price_too_high
262,1045,2028-04-04,lack_of_features
263,1046,2026-06-17,low_usage
264,1049,2023-01-25,price_too_high
265,1055,2019-08-19,low_usage
266,1057,2028-04-01,poor_support
267,1058,2021-08-13,low_usage
268,1059,2020-03-14,poor_support
269,1061,2021-03-03,low_usage
270,1062,2022-02-20,switched_competitor
271,1063,2023-06-20,low_usage
272,1064,2025-07-10,lack_of_features
273,1067,2025-10-14,lack_of_features
274,1068,2021-03-29,poor_support
275,1071,2025-11-30,lack_of_features
276,1074,2024-01-08,price_too_high
277,1077,2016-10-17,switched_competitor
278,1078,2025-03-01,switched_competitor
279,1081,2027-04-02,price_too_high
280,1086,2024-11-09,poor_support
281,1092,2017-02-05,price_too_high
282,1098,2025-05-30,price_too_high
283,1099,2027-01-26,switched_competitor
284,1101,2023-06-06,low_usage
285,1106,2020-07-21,switched_competitor
286,1107,2021-01-17,switched_competitor
287,1111,2020-04-14,lack_of_features
288,1112,2025-11-28,price_too_high
289,1116,2016-12-03,switched_competitor
290,1118,2019-10-22,price_too_high
291,1121,2027-04-20,lack_of_features
292,1124,2022-01-24,price_too_high
293,1125,2025-08-21,switched_competitor
294,1131,2016-10-09,price_too_high
295,1134,2022-08-03,lack_of_features
296,1135,2022-10-01,low_usage
297,1136,2027-09-23,price_too_high
298,1137,2022-01-18,switched_competitor
299,1139,2026-04-30,lack_of_features
300,1143,2023-11-17,switched_competitor
301,1144,2019-08-15,switched_competitor
302,1151,2026-12-30,price_too_high
303,1156,2019-09-11,switched_competitor
304,1157,2020-07-13,price_too_high
305,1161,2018-05-30,low_usage
306,1164,2026-12-03,switched_competitor
307,1168,2024-03-29,switched_competitor
308,1170,2026-01-26,switched_competitor
309,1171,2026-12-04,poor_support
310,1176,2021-02-13,poor_support
311,1182,2019-08-16,lack_of_features
312,1183,2027-07-10,poor_support
313,1184,2028-03-22,lack_of_features
314,1185,2024-11-12,poor_support
315,1188,2025-11-17,low_usage
316,1203,2018-11-11,lack_of_features
317,1205,2026-10-10,poor_support
318,1207,2023-05-01,low_usage
319,1211,2018-08-04,poor_support
320,1218,2025-11-06,price_too_high
321,1225,2020-07-21,price_too_high
322,1230,2018-04-03,low_usage
323,1232,2020-12-15,switched_competitor
324,1238,2025-09-11,switched_competitor
325,1243,2025-06-01,price_too_high
326,1245,2024-06-01,price_too_high
327,1246,2022-04-28,switched_competitor
328,1248,2021-04-05,lack_of_features
329,1254,2017-04-21,switched_competitor
330,1260,2018-04-27,poor_support
331,1261,2020-05-17,lack_of_features
332,1262,2024-12-16,poor_support
333,1264,2020-11-17,price_too_high
334,1267,2023-03-19,lack_of_features
335,1268,2017-11-03,poor_support
336,1272,2024-12-10,poor_support
337,1274,2019-05-01,lack_of_features
338,1275,2020-09-12,low_usage
339,1277,2026-07-29,switched_competitor
340,1288,2023-09-28,poor_support
341,1296,2018-08-16,switched_competitor
342,1301,2025-12-29,switched_competitor
343,1303,2027-10-07,price_too_high
344,1304,2023-10-02,switched_competitor
345,1306,2019-01-23,poor_support
346,1321,2023-11-27,price_too_high
347,1329,2026-05-22,lack_of_features
348,1330,2024-11-17,poor_support
349,1331,2022-12-12,price_too_high
350,1333,2028-01-20,price_too_high
351,1337,2020-08-30,switched_competitor
352,1342,2022-08-27,lack_of_features
353,1346,2023-11-30,poor_support
354,1350,2027-03-11,poor_support
355,1354,2021-04-09,switched_competitor
356,1355,2025-12-23,lack_of_features
357,1359,2024-07-28,poor_support
358,1361,2020-12-01,lack_of_features
359,1363,2027-12-24,poor_support
360,1368,2019-05-02,switched_competitor
361,1371,2019-07-18,low_usage
362,1372,2021-12-17,poor_support
363,1374,2020-01-10,price_too_high
364,1375,2025-06-30,price_too_high
365,1376,2017-04-11,low_usage
366,1381,2026-08-24,poor_support
367,1387,2022-01-23,price_too_high
368,1392,2024-05-27,price_too_high
369,1394,2020-12-04,poor_support
370,1395,2023-05-19,lack_of_features
371,1397,2024-12-05,poor_support
372,1399,2026-11-04,lack_of_features
373,1401,2019-10-31,low_usage
374,1403,2027-08-25,switched_competitor
375,1407,2022-11-18,low_usage
376,1408,2027-07-04,switched_competitor
377,1410,2024-06-08,price_too_high
378,1411,2019-02-25,price_too_high
379,1413,2022-09-19,price_too_high
380,1418,2023-04-24,lack_of_features
381,1419,2021-05-13,switched_competitor
382,1423,2026-08-01,price_too_high
383,1424,2025-08-12,poor_support
384,1428,2019-09-11,switched_competitor
385,1443,2027-11-01,switched_competitor
386,1445,2027-10-24,lack_of_features
387,1454,2025-03-18,low_usage
388,1455,2022-02-18,lack_of_features
389,1456,2021-11-25,price_too_high
390,1457,2025-04-06,poor_support
391,1458,2025-03-19,poor_support
392,1461,2027-04-30,price_too_high
393,1466,2024-08-23,poor_support
394,1470,2020-08-14,lack_of_features
395,1472,2019-05-28,lack_of_features
396,1477,2021-01-26,price_too_high
397,1479,2024-09-18,poor_support
398,1483,2018-09-01,switched_competitor
399,1487,2020-04-01,low_usage
400,1490,2025-01-05,switched_competitor
401,1491,2019-02-06,lack_of_features
402,1502,2025-09-21,lack_of_features
403,1511,2026-06-23,lack_of_features
404,1513,2025-03-07,lack_of_features
405,1518,2018-05-24,low_usage
406,1522,2023-01-02,price_too_high
407,1523,2021-09-28,lack_of_features
408,1528,2025-04-30,poor_support
409,1532,2023-05-25,low_usage
410,1549,2024-12-25,lack_of_features
411,1553,2017-12-03,poor_support
412,1558,2024-07-09,lack_of_features
413,1559,2024-01-25,price_too_high
414,1562,2027-02-20,low_usage
415,1569,2027-11-10,price_too_high
416,1574,2020-01-06,low_usage
417,1585,2019-01-03,lack_of_features
418,1589,2018-11-03,lack_of_features
419,1590,2020-08-14,low_usage
420,1596,2018-06-16,poor_support
421,1599,2020-05-13,poor_support
422,1600,2021-01-22,lack_of_features
423,1603,2017-07-11,lack_of_features
424,1604,2020-02-29,price_too_high
425,1608,2026-09-15,lack_of_features
426,1610,2025-06-22,low_usage
427,1613,2023-06-17,poor_support
428,1616,2026-02-08,poor_support
429,1617,2018-03-21,price_too_high
430,1620,2020-04-26,poor_support
431,1626,2019-11-10,poor_support
432,1630,2021-11-12,switched_competitor
433,1631,2021-09-24,low_usage
434,1633,2018-05-22,switched_competitor
435,1640,2019-01-08,poor_support
436,1642,2019-11-29,price_too_high
437,1644,2027-01-23,price_too_high
438,1645,2018-06-06,poor_support
439,1648,2024-03-15,lack_of_features
440,1649,2017-11-24,switched_competitor
441,1652,2027-06-21,poor_support
442,1658,2023-06-19,price_too_high
443,1664,2023-04-27,price_too_high
444,1667,2026-10-05,switched_competitor
445,1669,2026-05-28,low_usage
446,1683,2024-10-10,poor_support
447,1689,2021-07-02,poor_support
448,1691,2018-07-17,low_usage
449,1694,2022-06-08,switched_competitor
450,1700,2016-12-22,switched_competitor
451,1705,2026-11-01,price_too_high
452,1706,2022-07-23,low_usage
453,1708,2022-05-12,switched_competitor
454,1714,2024-07-13,lack_of_features
455,1717,2023-06-04,poor_support
456,1718,2018-12-25,price_too_high
457,1719,2025-05-03,low_usage
458,1720,2025-10-05,price_too_high
459,1721,2022-11-27,switched_competitor
460,1725,2024-09-23,switched_competitor
461,1734,2026-01-01,lack_of_features
462,1738,2020-08-16,poor_support
463,1739,2026-01-14,low_usage
464,1741,2021-08-30,price_too_high
465,1742,2020-02-15,poor_support
466,1743,2023-08-23,switched_competitor
467,1750,2018-06-05,poor_support
468,1757,2018-08-10,price_too_high
469,1761,2026-01-12,poor_support
470,1762,2023-09-26,switched_competitor
471,1766,2026-01-15,poor_support
472,1772,2021-04-22,low_usage
473,1773,2019-06-22,poor_support
474,1776,2025-10-20,low_usage
475,1778,2027-04-18,poor_support
476,1780,2016-07-04,switched_competitor
477,1783,2020-02-07,lack_of_features
478,1789,2026-11-25,lack_of_features
479,1800,2020-12-12,low_usage
480,1801,2022-07-18,low_usage
481,1802,2019-10-25,lack_of_features
482,1803,2028-02-20,switched_competitor
483,1808,2023-08-04,switched_competitor
484,1811,2025-09-16,poor_support
485,1813,2020-08-30,low_usage
486,1822,2023-02-22,switched_competitor
487,1824,2019-02-21,price_too_high
488,1832,2020-04-22,poor_support
489,1834,2022-04-10,poor_support
490,1835,2019-09-21,lack_of_features
491,1840,2024-04-03,low_usage
492,1846,2023-11-07,switched_competitor
493,1848,2020-05-15,switched_competitor
494,1851,2022-09-07,poor_support
495,1854,2021-03-10,low_usage
496,1857,2024-03-02,low_usage
497,1860,2025-03-29,low_usage
498,1861,2021-07-09,lack_of_features
499,1863,2019-05-01,switched_competitor
500,1867,2020-11-20,low_usage
501,1873,2026-08-20,lack_of_features
502,1877,2019-10-31,price_too_high
503,1882,2026-04-09,poor_support
504,1884,2017-05-25,switched_competitor
505,1888,2022-08-03,switched_competitor
506,1899,2017-11-16,poor_support
507,1901,2019-11-09,price_too_high
508,1911,2026-10-13,lack_of_features
509,1914,2025-11-20,poor_support
510,1916,2022-11-14,lack_of_features
511,1920,2017-01-14,lack_of_features
512,1922,2018-03-07,lack_of_features
513,1923,2019-02-20,price_too_high
514,1933,2020-07-31,price_too_high
515,1937,2022-01-20,lack_of_features
516,1939,2019-01-21,low_usage
517,1941,2023-07-24,switched_competitor
518,1944,2023-12-01,price_too_high
519,1947,2023-04-06,low_usage
520,1950,2024-01-06,low_usage
521,1954,2021-12-01,switched_competitor
522,1973,2028-01-10,lack_of_features
523,1974,2020-08-11,low_usage
524,1976,2024-09-22,low_usage
525,1984,2017-09-29,low_usage
526,1997,2026-08-27,lack_of_features
527,1999,2020-01-11,lack_of_features
528,2000,2025-03-11,price_too_high
529,2001,2022-05-03,price_too_high
530,2002,2024-12-23,low_usage
531,2004,2023-08-24,lack_of_features
532,2010,2024-10-23,lack_of_features
533,2014,2020-12-10,switched_competitor
534,2017,2025-09-13,low_usage
535,2018,2018-09-26,price_too_high
536,2019,2021-02-24,switched_competitor
537,2021,2022-12-19,lack_of_features
538,2027,2022-11-27,price_too_high
539,2031,2022-05-13,low_usage
540,2032,2021-04-02,lack_of_features
541,2035,2024-06-19,low_usage
542,2038,2019-10-24,switched_competitor
543,2039,2023-05-07,switched_competitor
544,2044,2024-08-25,switched_competitor
545,2045,2021-03-05,poor_support
546,2048,2024-12-24,low_usage
547,2049,2017-10-24,switched_competitor
548,2051,2027-07-25,switched_competitor
549,2057,2025-01-16,low_usage
550,2064,2017-03-24,switched_competitor
551,2065,2023-03-31,low_usage
552,2068,2020-02-14,lack_of_features
553,2069,2022-09-17,low_usage
554,2072,2026-03-08,low_usage
555,2073,2025-11-15,poor_support
556,2079,2027-05-31,lack_of_features
557,2083,2019-05-08,poor_support
558,2084,2023-06-05,switched_competitor
559,2090,2018-08-01,low_usage
560,2095,2018-12-11,lack_of_features
561,2101,2022-11-05,poor_support
562,2108,2023-11-22,low_usage
563,2111,2027-05-16,price_too_high
564,2115,2020-10-31,poor_support
565,2116,2026-03-27,lack_of_features
566,2119,2022-03-12,poor_support
567,2121,2019-06-01,poor_support
568,2124,2027-04-06,poor_support
569,2126,2024-02-12,switched_competitor
570,2127,2017-09-08,price_too_high
571,2139,2025-11-28,lack_of_features
572,2140,2026-02-10,lack_of_features
573,2143,2021-07-22,lack_of_features
574,2144,2017-02-11,low_usage
575,2145,2018-10-20,lack_of_features
576,2147,2019-07-21,lack_of_features
577,2152,2020-12-05,price_too_high
578,2154,2019-12-15,low_usage
579,2157,2025-01-13,low_usage
580,2158,2018-06-08,poor_support
581,2164,2018-01-29,switched_competitor
582,2169,2024-11-19,low_usage
583,2173,2021-11-03,low_usage
584,2174,2019-01-14,price_too_high
585,2175,2021-01-15,lack_of_features
586,2179,2020-01-15,low_usage
587,2185,2018-06-17,low_usage
588,2187,2019-12-19,switched_competitor
589,2189,2025-07-28,price_too_high
590,2191,2016-06-16,switched_competitor
591,2192,2026-06-18,low_usage
592,2196,2024-10-27,low_usage
593,2204,2025-01-08,price_too_high
594,2210,2017-10-24,poor_support
595,2216,2022-06-22,poor_support
596,2224,2022-10-17,low_usage
597,2225,2022-08-31,low_usage
598,2226,2024-09-29,switched_competitor
599,2231,2019-07-07,switched_competitor
600,2234,2023-03-04,switched_competitor
601,2236,2026-04-27,lack_of_features
602,2243,2026-12-22,low_usage
603,2246,2021-06-15,lack_of_features
604,2254,2019-04-27,poor_support
605,2255,2026-08-20,low_usage
606,2264,2023-12-17,low_usage
607,2266,2025-07-06,price_too_high
608,2269,2024-09-06,low_usage
609,2270,2020-07-07,poor_support
610,2271,2027-03-08,low_usage
611,2280,2019-05-16,lack_of_features
612,2284,2019-02-21,low_usage
613,2288,2021-01-27,lack_of_features
614,2290,2018-07-18,switched_competitor
615,2294,2021-02-01,switched_competitor
616,2296,2022-05-09,price_too_high
617,2298,2024-03-12,low_usage
618,2305,2022-11-09,switched_competitor
619,2308,2023-12-05,switched_competitor
620,2311,2021-06-11,price_too_high
621,2314,2022-04-22,price_too_high
622,2316,2021-06-02,low_usage
623,2324,2020-05-11,lack_of_features
624,2325,2028-02-04,low_usage
625,2331,2026-03-23,lack_of_features
626,2337,2025-10-08,price_too_high
627,2338,2024-10-30,poor_support
628,2344,2019-05-01,low_usage
629,2349,2025-05-09,poor_support
630,2351,2023-08-27,lack_of_features
631,2366,2024-10-19,low_usage
632,2370,2026-05-25,poor_support
633,2371,2020-08-20,poor_support
634,2375,2017-09-16,low_usage
635,2377,2023-11-23,poor_support
636,2378,2022-11-15,low_usage
637,2381,2021-05-12,poor_support
638,2382,2022-01-11,price_too_high
639,2383,2027-02-01,low_usage
640,2389,2018-04-27,price_too_high
641,2391,2022-05-24,switched_competitor
642,2392,2025-10-26,price_too_high
643,2393,2026-07-26,poor_support
644,2394,2021-10-04,lack_of_features
645,2404,2022-07-12,price_too_high
646,2405,2018-01-18,price_too_high
647,2408,2027-05-16,price_too_high
648,2411,2019-07-14,lack_of_features
649,2412,2023-09-22,lack_of_features
650,2414,2019-03-10,price_too_high
651,2416,2019-12-14,switched_competitor
652,2422,2021-10-21,lack_of_features
653,2426,2017-10-28,lack_of_features
654,2432,2020-09-05,lack_of_features
655,2436,2021-08-06,low_usage
656,2439,2016-12-20,price_too_high
657,2440,2023-09-16,switched_competitor
658,2443,2026-06-02,lack_of_features
659,2446,2017-06-02,low_usage
660,2447,2020-07-24,poor_support
661,2453,2017-08-24,poor_support
662,2464,2024-01-09,lack_of_features
663,2465,2022-10-02,switched_competitor
664,2471,2018-05-22,switched_competitor
665,2472,2021-04-14,price_too_high
666,2475,2022-09-12,lack_of_features
667,2477,2024-02-10,poor_support
668,2478,2026-02-03,price_too_high
669,2509,2018-01-17,switched_competitor
670,2519,2025-04-30,price_too_high
671,2520,2018-07-10,poor_support
672,2521,2016-10-14,switched_competitor
673,2527,2025-03-22,low_usage
674,2529,2026-04-14,low_usage
675,2533,2026-01-30,lack_of_features
676,2550,2019-02-05,price_too_high
677,2553,2023-11-23,switched_competitor
678,2556,2025-12-25,lack_of_features
679,2557,2018-01-03,price_too_high
680,2560,2020-04-04,poor_support
681,2578,2017-06-03,switched_competitor
682,2579,2020-08-25,price_too_high
683,2582,2025-11-15,switched_competitor
684,2584,2022-11-03,price_too_high
685,2585,2019-08-03,poor_support
686,2588,2020-01-08,switched_competitor
687,2591,2019-09-27,low_usage
688,2599,2019-04-01,poor_support
689,2603,2025-11-19,price_too_high
690,2606,2021-11-10,switched_competitor
691,2608,2020-10-24,poor_support
692,2609,2021-10-26,price_too_high
693,2618,2021-06-27,low_usage
694,2624,2023-07-19,low_usage
695,2625,2027-02-11,price_too_high
696,2627,2026-01-11,low_usage
697,2631,2026-02-14,poor_support
698,2632,2022-06-13,low_usage
699,2636,2021-02-09,lack_of_features
700,2641,2022-03-29,low_usage
701,2646,2024-12-12,lack_of_features
702,2650,2022-08-08,switched_competitor
703,2652,2021-03-04,poor_support
704,2653,2022-04-02,switched_competitor
705,2660,2024-10-07,switched_competitor
706,2664,2026-08-16,low_usage
707,2666,2025-09-03,low_usage
708,2667,2025-04-24,low_usage
709,2669,2018-09-22,switched_competitor
710,2670,2021-03-10,poor_support
711,2673,2020-10-08,poor_support
712,2677,2027-10-28,lack_of_features
713,2678,2027-02-07,price_too_high
714,2679,2024-02-15,poor_support
715,2680,2026-02-20,low_usage
716,2685,2026-01-29,lack_of_features
717,2687,2023-07-24,low_usage
718,2707,2024-09-09,switched_competitor
719,2711,2028-04-09,switched_competitor
720,2713,2024-06-07,low_usage
721,2717,2027-05-26,poor_support
722,2719,2022-05-15,price_too_high
723,2721,2022-07-22,low_usage
724,2722,2023-04-26,poor_support
725,2728,2020-08-02,lack_of_features
726,2733,2023-08-24,low_usage
727,2735,2023-03-09,lack_of_features
728,2738,2024-11-24,poor_support
729,2740,2025-12-09,poor_support
730,2744,2021-09-15,poor_support
731,2752,2026-04-02,poor_support
732,2753,2020-12-23,switched_competitor
733,2757,2018-04-10,poor_support
734,2762,2022-06-15,switched_competitor
735,2765,2018-08-09,price_too_high
736,2766,2016-06-14,switched_competitor
737,2775,2025-02-09,lack_of_features
738,2776,2023-02-07,price_too_high
739,2777,2023-10-07,lack_of_features
740,2778,2019-12-11,low_usage
741,2783,2023-01-26,low_usage
742,2784,2017-01-03,switched_competitor
743,2785,2026-08-31,lack_of_features
744,2787,2019-06-17,low_usage
745,2788,2027-01-03,low_usage
746,2794,2023-05-25,low_usage
747,2798,2020-12-17,price_too_high
748,2800,2020-05-27,price_too_high
749,2802,2021-12-06,poor_support
750,2803,2026-10-15,lack_of_features
751,2810,2017-08-31,low_usage
752,2813,2022-03-04,lack_of_features
753,2818,2019-03-23,poor_support
754,2819,2023-01-25,switched_competitor
755,2821,2024-12-31,poor_support
756,2823,2021-05-23,low_usage
757,2828,2020-09-07,switched_competitor
758,2833,2023-04-14,switched_competitor
759,2853,2018-06-21,poor_support
760,2862,2017-08-27,low_usage
761,2870,2022-02-03,switched_competitor
762,2872,2025-10-24,poor_support
763,2873,2019-01-13,poor_support
764,2879,2022-10-12,low_usage
765,2884,2020-08-12,poor_support
766,2887,2017-11-13,poor_support
767,2890,2021-04-09,poor_support
768,2896,2023-11-14,lack_of_features
769,2897,2024-10-24,price_too_high
770,2904,2019-07-26,lack_of_features
771,2906,2021-10-31,poor_support
772,2910,2026-01-25,price_too_high
773,2911,2018-06-12,switched_competitor
774,2912,2025-09-10,lack_of_features
775,2919,2017-07-14,lack_of_features
776,2927,2023-09-13,lack_of_features
777,2928,2022-12-03,low_usage
778,2929,2021-06-08,poor_support
779,2931,2019-06-06,switched_competitor
780,2933,2025-01-09,switched_competitor
781,2937,2017-04-02,switched_competitor
782,2941,2024-09-05,poor_support
783,2942,2020-07-03,price_too_high
784,2943,2024-02-14,lack_of_features
785,2956,2022-07-02,poor_support
786,2959,2023-10-16,lack_of_features
787,2960,2022-08-24,poor_support
788,2965,2026-02-04,lack_of_features
