subscription_id,customer_id,plan_id,start_date,end_date,status
285,285,3,2021-12-29,,active
286,286,1,2023-08-18,,active
287,287,2,2020-12-07,,active
288,288,2,2021-11-03,,active
289,289,4,2020-05-29,,active
290,290,1,2018-09-09,,active
291,291,2,2021-05-23,2023-03-29,cancelled
292,292,2,2017-07-26,,active
293,293,3,2018-04-13,,active
294,294,1,2025-02-17,,active
295,295,2,2022-04-14,,active
296,296,1,2024-06-16,,active
297,297,2,2017-11-06,,active
298,298,3,2016-10-15,,active
299,299,2,2022-07-19,2024-04-22,cancelled
300,300,4,2018-12-31,2019-04-11,cancelled
301,301,3,2020-03-19,,active
302,302,1,2023-10-24,,active
303,303,4,2024-02-10,,active
304,304,3,2023-08-26,,active
305,305,2,2023-03-29,,active
306,306,3,2020-05-21,,active
307,307,4,2017-11-21,,active
308,308,4,2018-11-23,,active
309,309,2,2017-09-27,,active
310,310,1,2016-08-15,,active
311,311,4,2017-07-12,,active
312,312,2,2021-11-18,,active
313,313,1,2024-03-23,2025-09-18,cancelled
314,314,4,2016-03-22,,active
315,315,3,2025-06-25,2026-11-04,cancelled
316,316,1,2021-01-07,,active
317,317,2,2023-11-23,2026-03-02,cancelled
318,318,4,2016-05-31,,active
319,319,2,2023-06-01,,active
320,320,3,2017-08-20,,active
321,321,4,2024-10-16,,active
322,322,3,2024-03-06,,active
323,323,4,2016-05-26,,active
324,324,4,2017-11-21,,active
325,325,2,2022-02-09,,active
326,326,2,2024-01-08,,active
327,327,4,2023-12-20,2024-12-16,cancelled
328,328,3,2016-11-04,,active
329,329,3,2025-05-13,,active
330,330,2,2022-04-01,2022-10-27,cancelled
331,331,1,2018-04-19,,active
332,332,2,2022-09-22,,active
333,333,1,2024-12-23,,active
334,334,2,2019-03-27,2021-07-27,cancelled
335,335,2,2021-02-28,,active
336,336,1,2023-09-12,,active
337,337,4,2023-07-13,,active
338,338,2,2023-01-15,,active
339,339,3,2016-09-01,,active
340,340,1,2018-04-15,,active
341,341,4,2025-10-25,,active
342,342,4,2022-06-29,,active
343,343,1,2022-12-14,,active
344,344,4,2019-04-11,,active
345,345,3,2019-10-30,,active
346,346,1,2018-06-26,2020-10-24,cancelled
347,347,1,2017-08-27,2018-06-09,cancelled
348,348,2,2022-01-29,,active
349,349,2,2018-10-18,,active
350,350,3,2022-04-24,2024-08-08,cancelled
351,351,3,2020-03-08,,active
352,352,1,2024-02-20,2026-04-25,cancelled
353,353,2,2017-03-29,2018-11-01,cancelled
354,354,3,2023-02-15,,active
355,355,4,2017-06-09,,active
356,356,4,2025-07-26,,active
357,357,3,2024-09-21,,active
358,358,3,2021-04-26,,active
359,359,1,2025-01-06,2026-12-29,cancelled
360,360,4,2025-07-05,,active
361,361,3,2024-09-07,2025-11-15,cancelled
362,362,1,2021-11-23,2023-01-04,cancelled
363,363,2,2017-07-18,2018-09-11,cancelled
364,364,3,2019-10-10,,active
365,365,2,2025-06-06,2027-01-31,cancelled
366,366,1,2023-01-25,2023-04-29,cancelled
367,367,2,2023-03-20,,active
368,368,1,2021-07-29,2021-10-13,cancelled
369,369,4,2022-06-08,,active
370,370,1,2020-09-04,,active
371,371,1,2022-09-06,,active
372,372,4,2018-11-19,,active
373,373,2,2018-11-18,,active
374,374,4,2022-11-07,2024-04-21,cancelled
375,375,2,2017-01-06,,active
376,376,1,2024-02-22,,active
377,377,2,2020-08-16,,active
378,378,1,2017-01-12,,active
379,379,3,2022-09-25,,active
380,380,2,2018-02-22,,active
381,381,4,2025-09-01,,active
382,382,2,2022-12-28,,active
383,383,4,2024-03-02,,active
384,384,2,2021-09-11,,active
385,385,2,2021-04-08,,active
386,386,1,2025-09-12,,active
387,387,1,2018-01-14,2019-10-16,cancelled
388,388,1,2016-08-19,,active
389,389,4,2025-12-29,2026-07-25,cancelled
390,390,1,2025-02-05,2025-03-22,cancelled
391,391,1,2020-04-17,2021-04-13,cancelled
392,392,1,2023-08-19,2025-10-16,cancelled
393,393,2,2024-08-26,,active
394,394,2,2017-03-26,,active
395,395,2,2024-04-13,,active
396,396,4,2025-03-06,,active
397,397,3,2020-08-29,,active
398,398,3,2021-04-07,2022-09-09,cancelled
399,399,3,2019-09-01,,active
400,400,3,2020-11-02,,active
401,401,3,2022-11-05,,active
402,402,1,2016-11-04,,active
403,403,2,2020-07-12,,active
404,404,4,2025-09-17,2027-03-18,cancelled
405,405,2,2020-03-08,,active
406,406,1,2020-02-14,,active
407,407,3,2018-07-05,,active
408,408,2,2024-04-10,2025-04-22,cancelled
409,409,3,2020-12-29,,active
410,410,1,2020-02-03,,active
411,411,1,2019-03-02,2020-07-29,cancelled
412,412,1,2022-12-06,2024-03-22,cancelled
413,413,1,2021-02-03,,active
414,414,1,2021-10-22,,active
415,415,2,2018-06-01,,active
416,416,2,2021-10-21,,active
417,417,3,2016-06-02,,active
418,418,1,2019-06-02,,active
419,419,1,2023-06-07,,active
420,420,1,2018-07-16,2018-12-03,cancelled
421,421,1,2020-02-28,,active
422,422,3,2025-11-25,2027-03-09,cancelled
423,423,3,2018-03-08,,active
424,424,2,2021-06-14,,active
425,425,2,2019-12-03,,active
426,426,1,2022-06-23,2024-09-10,cancelled
427,427,1,2019-11-07,,active
428,428,1,2017-07-05,,active
429,429,2,2025-09-18,,active
430,430,4,2025-11-08,,active
431,431,1,2018-02-13,,active
432,432,2,2024-10-24,,active
433,433,3,2023-12-05,,active
434,434,4,2016-06-27,,active
435,435,2,2017-05-28,2018-09-23,cancelled
436,436,2,2017-04-27,,active
437,437,2,2023-04-11,,active
438,438,1,2022-07-25,2024-07-18,cancelled
439,439,2,2018-05-30,,active
440,440,3,2022-10-24,,active
441,441,2,2016-06-29,2017-03-02,cancelled
442,442,3,2025-03-22,2026-03-22,cancelled
443,443,1,2020-11-01,,active
444,444,2,2023-04-10,,active
445,445,1,2019-08-29,,active
446,446,3,2016-12-09,,active
447,447,3,2019-11-03,2020-02-20,cancelled
448,448,3,2020-02-21,,active
449,449,3,2021-08-13,,active
450,450,2,2019-11-13,,active
451,451,1,2019-03-03,,active
452,452,3,2022-09-02,,active
453,453,3,2021-03-20,,active
454,454,2,2019-12-26,2020-12-07,cancelled
455,455,3,2017-02-08,,active
456,456,1,2022-10-04,,active
457,457,2,2023-10-10,,active
458,458,1,2017-01-17,,active
459,459,4,2017-05-10,,active
460,460,2,2019-10-25,,active
461,461,1,2016-06-07,,active
462,462,1,2024-04-26,,active
463,463,2,2020-03-24,,active
464,464,2,2022-04-19,,active
465,465,2,2017-11-01,,active
466,466,4,2019-08-04,,active
467,467,1,2018-08-17,,active
468,468,3,2023-04-05,2024-10-05,cancelled
469,469,1,2020-04-28,,active
470,470,1,2024-07-10,,active
471,471,2,2025-06-24,2027-03-24,cancelled
472,472,2,2025-01-21,,active
473,473,4,2016-12-29,,active
474,474,2,2017-05-01,,active
475,475,1,2017-03-09,,active
476,476,2,2024-05-29,,active
477,477,3,2025-03-08,,active
478,478,2,2023-06-23,,active
479,479,1,2025-02-01,,active
480,480,2,2022-03-07,,active
481,481,2,2023-12-30,2025-03-22,cancelled
482,482,4,2017-07-14,,active
483,483,4,2023-01-21,,active
484,484,1,2019-01-25,,active
485,485,1,2025-10-18,,active
486,486,4,2016-11-18,,active
487,487,1,2024-03-30,,active
488,488,4,2025-05-15,,active
489,489,2,2016-05-28,2018-06-22,cancelled
490,490,4,2022-11-27,,active
491,491,2,2022-10-03,,active
492,492,4,2018-07-23,,active
493,493,4,2022-01-26,,active
494,494,2,2022-11-22,,active
495,495,1,2023-10-18,2024-06-23,cancelled
496,496,1,2026-02-20,,active
497,497,1,2020-04-23,2021-03-21,cancelled
498,498,3,2018-09-27,,active
499,499,4,2021-05-31,,active
500,500,1,2019-04-28,,active
501,501,2,2016-08-09,,active
502,502,1,2021-09-11,,active
503,503,2,2017-08-16,2018-12-07,cancelled
504,504,1,2025-11-13,,active
505,505,2,2021-04-08,,active
506,506,3,2023-05-04,,active
507,507,2,2020-04-29,,active
508,508,3,2018-01-01,,active
509,509,2,2022-08-26,,active
510,510,2,2018-06-27,2019-08-22,cancelled
511,511,2,2021-06-27,,active
512,512,3,2024-07-12,,active
513,513,3,2022-10-17,,active
514,514,3,2019-03-20,,active
515,515,2,2019-09-19,,active
516,516,1,2023-02-18,2024-06-22,cancelled
517,517,4,2018-09-27,,active
518,518,1,2024-05-03,2025-09-06,cancelled
519,519,3,2023-04-21,2023-07-14,cancelled
520,520,2,2025-04-09,2025-07-31,cancelled
521,521,3,2022-02-22,,active
522,522,1,2022-12-19,,active
523,523,3,2016-04-18,2018-09-14,cancelled
524,524,2,2026-01-20,2028-02-11,cancelled
525,525,2,2024-09-02,2024-12-22,cancelled
526,526,1,2023-03-14,,active
527,527,2,2018-07-31,,active
528,528,2,2024-05-21,2025-04-24,cancelled
529,529,1,2021-07-20,,active
530,530,3,2021-12-24,2024-05-28,cancelled
531,531,3,2020-04-22,,active
532,532,2,2024-01-07,2024-07-02,cancelled
533,533,3,2023-06-17,,active
534,534,1,2023-06-14,2025-05-28,cancelled
535,535,1,2017-03-14,2018-10-03,cancelled
536,536,4,2021-09-20,,active
537,537,2,2025-02-12,,active
538,538,1,2026-02-15,,active
539,539,1,2021-03-02,,active
540,540,1,2018-02-17,,active
541,541,2,2024-11-11,,active
542,542,4,2019-04-12,2020-11-21,cancelled
543,543,3,2025-08-08,,active
544,544,4,2023-10-26,,active
545,545,2,2018-06-11,,active
546,546,1,2024-08-04,,active
547,547,1,2024-06-08,2025-01-28,cancelled
548,548,4,2021-02-06,,active
549,549,2,2023-12-16,,active
550,550,3,2018-02-05,,active
551,551,1,2025-05-27,,active
552,552,3,2019-11-07,2022-03-04,cancelled
553,553,2,2016-09-24,,active
554,554,2,2018-03-09,,active
555,555,4,2022-02-10,,active
556,556,2,2018-07-18,,active
557,557,3,2022-02-19,,active
558,558,3,2021-02-26,,active
559,559,1,2017-09-25,2019-09-01,cancelled
560,560,1,2020-11-11,,active
561,561,2,2018-08-27,,active
562,562,2,2022-11-07,,active
563,563,1,2017-06-05,2019-09-23,cancelled
564,564,4,2020-11-04,,active
565,565,2,2021-09-19,,active
566,566,2,2023-12-27,2026-06-13,cancelled
567,567,2,2025-04-07,,active
568,568,1,2020-09-10,,active
569,569,3,2025-10-08,,active
570,570,1,2016-12-09,,active
571,571,4,2018-04-01,,active
572,572,1,2019-07-24,,active
573,573,2,2020-10-27,2021-03-22,cancelled
574,574,1,2018-12-08,,active
575,575,2,2020-02-19,2022-05-22,cancelled
576,576,1,2024-04-03,2026-01-19,cancelled
577,577,1,2016-05-05,,active
578,578,1,2023-04-21,,active
579,579,2,2017-12-04,,active
580,580,4,2018-06-10,,active
581,581,4,2016-04-11,,active
582,582,2,2018-09-23,,active
583,583,3,2017-08-27,2019-09-22,cancelled
584,584,4,2022-09-11,2023-10-16,cancelled
585,585,2,2020-10-29,,active
586,586,3,2020-12-21,,active
587,587,1,2021-04-14,,active
588,588,3,2021-03-07,2021-07-03,cancelled
589,589,1,2024-07-23,,active
590,590,4,2025-02-19,,active
591,591,2,2018-05-27,2019-05-16,cancelled
592,592,2,2019-01-31,,active
593,593,2,2026-02-09,,active
594,594,3,2022-12-06,,active
595,595,3,2023-04-29,,active
596,596,4,2018-09-15,,active
597,597,2,2018-10-10,2019-10-05,cancelled
598,598,4,2017-04-01,,active
599,599,4,2017-03-02,,active
600,600,1,2017-01-21,,active
601,601,2,2016-05-01,,active
602,602,2,2022-01-04,,active
603,603,1,2022-07-07,,active
604,604,1,2018-03-02,,active
605,605,2,2025-02-02,,active
606,606,1,2024-08-14,2024-10-29,cancelled
607,607,4,2019-01-04,,active
608,608,2,2018-02-18,,active
609,609,2,2016-04-25,,active
610,610,2,2019-03-06,,active
611,611,1,2023-04-05,,active
612,612,2,2020-09-29,,active
613,613,2,2017-01-06,,active
614,614,3,2022-12-11,,active
615,615,2,2021-06-19,,active
616,616,3,2021-02-20,,active
617,617,2,2022-06-09,,active
618,618,4,2025-06-07,,active
619,619,2,2016-07-20,,active
620,620,1,2016-04-17,,active
621,621,3,2021-05-16,2021-11-25,cancelled
622,622,3,2017-03-16,,active
623,623,1,2020-02-10,2021-08-20,cancelled
624,624,2,2023-12-25,,active
625,625,1,2022-11-24,,active
626,626,2,2020-02-26,2021-03-23,cancelled
627,627,1,2021-09-06,,active
628,628,3,2018-06-23,,active
629,629,1,2023-10-03,,active
630,630,2,2019-09-19,2020-10-27,cancelled
631,631,3,2018-10-26,2019-01-16,cancelled
632,632,2,2016-10-22,,active
633,633,1,2020-05-12,,active
634,634,3,2020-07-21,,active
635,635,2,2023-11-07,2024-03-15,cancelled
636,636,2,2018-07-21,,active
637,637,2,2018-05-12,,active
638,638,1,2017-07-31,,active
639,639,1,2017-03-16,2018-03-22,cancelled
640,640,3,2021-10-16,,active
641,641,4,2025-11-29,2027-09-17,cancelled
642,642,1,2023-05-26,,active
643,643,3,2023-09-20,,active
644,644,2,2021-03-03,,active
645,645,2,2019-07-11,,active
646,646,1,2025-05-20,,active
647,647,4,2024-04-25,,active
648,648,3,2021-08-26,,active
649,649,1,2016-08-24,2018-07-26,cancelled
650,650,3,2025-03-06,,active
651,651,2,2017-10-24,,active
652,652,1,2017-02-10,,active
653,653,3,2022-09-30,2024-09-26,cancelled
654,654,1,2020-03-06,,active
655,655,1,2016-08-02,,active
656,656,2,2025-09-21,,active
657,657,3,2025-05-24,,active
658,658,2,2019-11-26,,active
659,659,1,2019-07-18,,active
660,660,2,2021-09-01,,active
661,661,2,2018-01-28,2019-08-26,cancelled
662,662,1,2022-11-13,,active
663,663,4,2023-08-06,,active
664,664,4,2025-09-20,,active
665,665,4,2019-02-10,,active
666,666,1,2016-02-29,,active
667,667,2,2025-10-27,,active
668,668,1,2019-11-23,,active
669,669,4,2017-06-29,,active
670,670,1,2017-09-03,,active
671,671,3,2023-09-27,,active
672,672,4,2020-07-16,2020-09-27,cancelled
673,673,1,2023-04-22,2024-08-16,cancelled
674,674,2,2022-02-22,,active
675,675,1,2025-12-26,2027-08-23,cancelled
676,676,2,2016-09-07,2018-11-04,cancelled
677,677,4,2021-12-09,2023-07-05,cancelled
678,678,1,2017-09-16,2018-12-13,cancelled
679,679,1,2016-09-03,2018-12-01,cancelled
680,680,1,2018-11-11,,active
681,681,4,2025-07-27,,active
682,682,3,2021-03-16,,active
683,683,2,2024-07-16,,active
684,684,1,2024-04-12,,active
685,685,1,2017-07-20,2019-09-14,cancelled
686,686,4,2024-07-04,2025-01-29,cancelled
687,687,2,2019-04-28,2019-07-04,cancelled
688,688,4,2020-08-14,,active
689,689,1,2017-03-21,,active
690,690,4,2022-01-12,2022-12-13,cancelled
691,691,2,2025-07-13,,active
692,692,1,2024-03-22,,active
693,693,2,2016-09-26,,active
694,694,1,2018-08-29,,active
695,695,1,2019-09-20,,active
696,696,3,2023-07-27,2024-03-03,cancelled
697,697,1,2020-07-09,,active
698,698,2,2022-10-10,2024-07-26,cancelled
699,699,3,2023-12-23,,active
700,700,2,2025-01-09,2026-12-25,cancelled
701,701,1,2026-01-11,,active
702,702,4,2017-10-28,,active
703,703,1,2023-03-01,2024-03-02,cancelled
704,704,3,2016-10-21,,active
705,705,3,2022-12-21,,active
706,706,1,2016-12-14,,active
707,707,1,2021-11-29,,active
708,708,3,2017-11-02,,active
709,709,4,2023-09-13,,active
710,710,1,2017-09-04,2018-02-17,cancelled
711,711,2,2024-05-21,,active
712,712,2,2018-11-05,,active
713,713,4,2025-02-02,,active
714,714,2,2019-07-16,,active
715,715,2,2022-04-16,,active
716,716,1,2022-11-24,,active
717,717,1,2024-07-02,,active
718,718,1,2025-07-13,,active
719,719,2,2017-09-09,2018-09-09,cancelled
720,720,3,2019-10-16,2020-06-12,cancelled
721,721,2,2023-02-11,2024-08-16,cancelled
722,722,2,2016-04-05,,active
723,723,2,2016-04-15,,active
724,724,2,2020-11-06,,active
725,725,2,2019-11-07,2019-12-10,cancelled
726,726,3,2026-02-05,2027-05-14,cancelled
727,727,1,2022-06-24,,active
728,728,1,2018-01-08,2019-06-05,cancelled
729,729,1,2020-08-01,2021-01-16,cancelled
730,730,3,2018-09-20,,active
731,731,2,2023-01-21,,active
732,732,4,2024-08-24,,active
733,733,1,2026-02-08,,active
734,734,4,2019-12-11,,active
735,735,1,2022-04-02,,active
736,736,2,2025-08-15,,active
737,737,3,2025-08-22,,active
738,738,2,2017-08-29,,active
739,739,3,2021-10-05,,active
740,740,1,2024-02-16,,active
741,741,2,2017-04-29,2019-04-05,cancelled
742,742,3,2022-08-31,,active
743,743,3,2018-06-18,2018-10-29,cancelled
744,744,2,2018-07-31,,active
745,745,2,2021-10-07,2021-12-21,cancelled
746,746,2,2023-10-25,,active
747,747,3,2018-11-13,2020-05-11,cancelled
748,748,4,2023-06-07,,active
749,749,3,2025-03-19,,active
750,750,3,2025-03-18,,active
751,751,1,2019-12-19,,active
752,752,2,2024-09-14,,active
753,753,1,2021-02-19,,active
754,754,4,2018-05-25,,active
755,755,2,2018-12-14,2019-12-31,cancelled
756,756,4,2019-12-24,,active
757,757,4,2024-10-01,,active
758,758,2,2022-07-10,,active
759,759,2,2016-12-10,,active
760,760,1,2018-02-19,2019-07-08,cancelled
761,761,4,2018-10-04,,active
762,762,2,2017-11-13,2018-08-18,cancelled
763,763,1,2023-04-05,,active
764,764,4,2020-12-27,,active
765,765,2,2020-08-26,2021-06-26,cancelled
766,766,2,2021-03-08,,active
767,767,3,2024-04-19,,active
768,768,2,2018-01-16,,active
